http://www.jabong.com,0,https://www.jabong.com,0
https://www.jabong.com/accessories/Gucci/,14692,https://www.jabong.com/accessories-gucci,0
https://www.jabong.com/accessories/Guess/,144,https://www.jabong.com/accessories-guess,166
https://www.jabong.com/accessories/Hugo-Boss/,53,https://www.jabong.com/accessories-hugo-boss,53
https://www.jabong.com/accessories/idee/,70,https://www.jabong.com/accessories-idee,72
https://www.jabong.com/accessories/killer/,83,https://www.jabong.com/accessories-killer,83
https://www.jabong.com/accessories/Lacoste/,115,https://www.jabong.com/accessories-lacoste,116
https://www.jabong.com/accessories/liverpool/,14691,https://www.jabong.com/accessories-liverpool,0
https://www.jabong.com/accessories/marc-jacobs/,12,https://www.jabong.com/accessories-marc-jacobs,16
https://www.jabong.com/accessories/Michael-Kors/,101,https://www.jabong.com/accessories-michael-kors,99
https://www.jabong.com/accessories/mtv-roadies/,35,https://www.jabong.com/accessories-mtv-roadies,0
https://www.jabong.com/accessories/Oakley/,14691,https://www.jabong.com/accessories-oakley,1
https://www.jabong.com/accessories/opium/,11,https://www.jabong.com/accessories-opium,12
https://www.jabong.com/accessories/Puma/,7,https://www.jabong.com/accessories-puma,3
https://www.jabong.com/accessories/q-q/,48,https://www.jabong.com/accessories-q,73
https://www.jabong.com/accessories/Ray-Ban/,14,https://www.jabong.com/accessories-ray-ban,19
https://www.jabong.com/accessories/skagen/,127,https://www.jabong.com/accessories-skagen,128
https://www.jabong.com/accessories/sonata/,14687,https://www.jabong.com/accessories-sonata,0
https://www.jabong.com/accessories/Timex/,259,https://www.jabong.com/accessories-timex,249
https://www.jabong.com/accessories/titan/,135,https://www.jabong.com/accessories-titan,131
https://www.jabong.com/accessories/Tommy_Hilfiger/,527,https://www.jabong.com/accessories-tommy-hilfiger,869
https://www.jabong.com/20dresses/,455,https://www.jabong.com/20dresses,455
https://www.jabong.com/40-70-store/,failed,https://www.jabong.com/40-70-store,0
https://www.jabong.com/accessories/,14692,https://www.jabong.com/accessories,30962
https://www.jabong.com/accessories/Allen_Solly/,67,https://www.jabong.com/accessories-allen-solly,11
https://www.jabong.com/accessories/bigotti-milano/,14691,https://www.jabong.com/accessories-bigotti-milano,0
https://www.jabong.com/accessories/casio/,315,https://www.jabong.com/accessories-casio,316
