https://www.jabong.com/lingerie-shop-online/,failed,https://www.jabong.com/lingerie-shop-online,378
https://www.jabong.com/kids/clothing/girls-clothing/kids-ethnic-wear/,615,https://www.jabong.com/kids-kids-ethnic-wear,17
https://www.jabong.com/kids/clothing/girls-clothing/girls-winter-wear/kids-jackets-coats/,340,https://www.jabong.com/kids-kids-jackets-coats,0
https://www.jabong.com/men/bags/travel-bags/american-tourister/,36,https://www.jabong.com/men-american-tourister,71
https://www.jabong.com/clothing/Roadster/,6518,https://www.jabong.com/apparel-roadster,5962
https://www.jabong.com/men/clothing/polos-tshirts/,36009,https://www.jabong.com/men-polos-tshirts,499
https://www.jabong.com/women/clothing/winter-wear/sweaters/,3462,https://www.jabong.com/women-sweaters,3390
https://www.jabong.com/women/clothing/dresses-jumpsuits/dresses/,17619,https://www.jabong.com/women-dresses,18240
https://www.jabong.com/women/clothing/lingerie-nightwear/shapewear/,177,https://www.jabong.com/women-shapewear,201
https://www.jabong.com/men/clothing/Nike/,587,https://www.jabong.com/men-nike,1242
https://www.jabong.com/women/clothing/kurtas-suit-sets/kurtas-kurtis/aurelia/,332,https://www.jabong.com/women-aurelia,548
https://www.jabong.com/women/accessories/sunglasses/,4140,https://www.jabong.com/women-sunglasses,3986
https://www.jabong.com/women/bags/,14725,https://www.jabong.com/women-bags,945
https://www.jabong.com/men/clothing/suits-blazers/waistcoats/,535,https://www.jabong.com/men-waistcoats,625
https://www.jabong.com/kids/,53350,https://www.jabong.com/kids,52824
https://www.jabong.com/party-collection/,failed,https://www.jabong.com/party-collection,57
https://www.jabong.com/men/clothing/shirts/formal-shirts/new-products/,918,https://www.jabong.com/men-new-products,1
https://www.jabong.com/shoes/Crocs/,611,https://www.jabong.com/shoes-crocs,253
https://www.jabong.com/river-island-shop-online/,failed,https://www.jabong.com/river-island-shop-online,0
https://www.jabong.com/tommy-hilfiger-shop-online/,failed,https://www.jabong.com/tommy-hilfiger-shop-online,21
https://www.jabong.com/Lee_Cooper/,1998,https://www.jabong.com/lee_cooper,2442
https://www.jabong.com/jack-jones/,2736,https://www.jabong.com/jack-jones,2835
https://www.jabong.com/women/clothing/winter-wear/winter-jackets/,2718,https://www.jabong.com/women-winter-jackets,1105
https://www.jabong.com/men/accessories/watches/chronograph-watches/,393,https://www.jabong.com/men-chronograph-watches,567
https://www.jabong.com/women/jewellery/fashion-jewellery/fj-rings-bands/,1014,https://www.jabong.com/women-fj-rings-bands,1482
https://www.jabong.com/kids/clothing/boys-clothing/kids-ethnic-party-wear/kids-kurtas-kurta-sets/,205,https://www.jabong.com/kids-kids-kurtas-kurta-sets,372
https://www.jabong.com/men/clothing/winter-wear/jackets/online-sale/,2460,https://www.jabong.com/men-online-sale,176131
https://www.jabong.com/nba-store/,failed,https://www.jabong.com/nba-store,207
https://www.jabong.com/women/bags/caprese/,163,https://www.jabong.com/women-caprese,333
https://www.jabong.com/men/clothing/clothing-accessories/caps-hats/,450,https://www.jabong.com/men-caps-hats,10
https://www.jabong.com/men/shoes/Crocs/,200,https://www.jabong.com/men-crocs,201
https://www.jabong.com/dc-shop-online/,failed,https://www.jabong.com/dc-shop-online,0
https://www.jabong.com/women/clothing/sarees-dress-material/saree-blouses/,183,https://www.jabong.com/women-saree-blouses,23
