new_urls,count
https://www.jabong.com/women-and,1084
https://www.jabong.com/men-color-navy%20blue,3034
https://www.jabong.com/men-pocket-squares,377
https://www.jabong.com/men-online-sale,176131
https://www.jabong.com/women-color-yellow,42
https://www.jabong.com/men-bacca-bucci,429
https://www.jabong.com/home-living-raymond-bed-bath,0
https://www.jabong.com/men-color-black,279
https://www.jabong.com/men-round-neck-sweaters,818
https://www.jabong.com/men-red_tape,696
https://www.jabong.com/men-roadster,5106
https://www.jabong.com/men-shiv-naresh,13
https://www.jabong.com/shoes-jack-jones,216
https://www.jabong.com/men-woodland,390
https://www.jabong.com/men-color-golden,0
https://www.jabong.com/men-adidas,2407
https://www.jabong.com/women-color-golden,3
https://www.jabong.com/men-color-brown,63
https://www.jabong.com/women-color-black,143
https://www.jabong.com/women-women-fragrances,9
https://www.jabong.com/women-color-black,143
https://www.jabong.com/numero_uno,305
https://www.jabong.com/icici-offer,0
https://www.jabong.com/men-hrxbyhrithikroshan,176131
https://www.jabong.com/men-adidas,2407
https://www.jabong.com/men-mast-harbour,1788
https://www.jabong.com/men-adidas,2407
https://www.jabong.com/men-red_tape,696
https://www.jabong.com/women-capris-shorts-skirts,2299
https://www.jabong.com/women-escort,19
https://www.jabong.com/women-color-grey,37
https://www.jabong.com/men-wayfarers,962
https://www.jabong.com/men-new-products,1
https://www.jabong.com/apparel-game-of-thrones,68
https://www.jabong.com/nike-discount-more-than-39,1968
https://www.jabong.com/bags-tommy_hilfiger,1
https://www.jabong.com/women-lakme,338
https://www.jabong.com/men-tommy_hilfiger,2274
https://www.jabong.com/men-accessories,1484
https://www.jabong.com/women-color-blue,281
https://www.jabong.com/women-winter-kurtas,3469
https://www.jabong.com/marvel,746
https://www.jabong.com/men-killer,377
https://www.jabong.com/women-go-colors,77
https://www.jabong.com/shoes-dr_scholl,47537
https://www.jabong.com/men-hrxbyhrithikroshan,176131
https://www.jabong.com/men-calvin-klein-underwear,123
https://www.jabong.com/men-puma,3951
https://www.jabong.com/women-only,3783
https://www.jabong.com/women-code-by-lifestyle,187
https://www.jabong.com/men-calvin-klein-jeans,529
https://www.jabong.com/women-lipstick,829
https://www.jabong.com/men-fossil,91
https://www.jabong.com/women-color-yellow,42
https://www.jabong.com/women-travel-bags,3
https://www.jabong.com/bags-nike,12
https://www.jabong.com/esprit,805
https://www.jabong.com/women-peep-toes,210
https://www.jabong.com/kids-football-shoes,72
https://www.jabong.com/women-tube-tops,11
https://www.jabong.com/bags-levis,2
https://www.jabong.com/men-adidas,2407
https://www.jabong.com/shoes-superdry,243
https://www.jabong.com/women-new-products,243748
https://www.jabong.com/timberland,235
https://www.jabong.com/kids-nike,256
https://www.jabong.com/men-sweatshirts,4324
https://www.jabong.com/men-supra,194
https://www.jabong.com/men-colorplus,1084
https://www.jabong.com/guess,262
https://www.jabong.com/women-metro,711
https://www.jabong.com/men-manyavar,201
https://www.jabong.com/women-online-sale,243748
https://www.jabong.com/men-ruosh,356
https://www.jabong.com/women-fastrack,failed
https://www.jabong.com/men-sparx,352
https://www.jabong.com/kids-kids-leggings,900
https://www.jabong.com/men-online-sale,176131
https://www.jabong.com/women-adidas,890
https://www.jabong.com/men-online-sale,176131
https://www.jabong.com/men-casio,358
https://www.jabong.com/kazo,930
https://www.jabong.com/women-tank-tops,31
https://www.jabong.com/men-escort,22
https://www.jabong.com/women-color-golden,16
https://www.jabong.com/men-aviators,1274
https://www.jabong.com/men-john_player,176131
https://www.jabong.com/kids-kittens,592
https://www.jabong.com/men-color-white,318
https://www.jabong.com/home-living-duvet-covers,4719
https://www.jabong.com/women-color-pink,72
https://www.jabong.com/women-color-maroon,26
https://www.jabong.com/men-spunk,88
https://www.jabong.com/cat,531
https://www.jabong.com/women-baggit,729
https://www.jabong.com/van_heusen,3
https://www.jabong.com/women-duffle-bags,73
https://www.jabong.com/men-united-colors-of-benetton,3034
https://www.jabong.com/kids-kids-bellies,343
https://www.jabong.com/men-calvin-klein-jeans,529
https://www.jabong.com/casio-shop-online,0
https://www.jabong.com/men-puma,3951
https://www.jabong.com/dune,324
https://www.jabong.com/women-necklaces,231
https://www.jabong.com/men-monte-carlo,762
https://www.jabong.com/men-blackberrys,2886
https://www.jabong.com/women-clarks,538
https://www.jabong.com/women-madame,1521
https://www.jabong.com/women-skater-dresses,3312
https://www.jabong.com/men-nike,1242
https://www.jabong.com/women-online-sale,243748
https://www.jabong.com/men-nike,1242
https://www.jabong.com/men-duke,1509
https://www.jabong.com/men-adidas,2407
https://www.jabong.com/women-vishudh,612
https://www.jabong.com/women-color-navy%20blue,1060
https://www.jabong.com/men-color-grey,340
https://www.jabong.com/women-dressberry,3396
https://www.jabong.com/men-arrow,0
https://www.jabong.com/women-and,1084
https://www.jabong.com/men-color-grey,340
https://www.jabong.com/women-akkriti-by-pantaloons,277
https://www.jabong.com/men-rain-wear,9
https://www.jabong.com/men-woodland,390
https://www.jabong.com/men-new-products,1
https://www.jabong.com/women-polo-neck-tees,13
https://www.jabong.com/women-bodycare,55
https://www.jabong.com/women-jockey,756
https://www.jabong.com/kids-boys-jeans-trousers,4373
https://www.jabong.com/men-action,148
https://www.jabong.com/men-john_player,176131
https://www.jabong.com/women-faballey-indya,522
https://www.jabong.com/winter-wear-store-men,38198
https://www.jabong.com/men-blackberrys,2886
https://www.jabong.com/men-new-products,1
https://www.jabong.com/men-online-sale,176131
https://www.jabong.com/men-color-brown,63
https://www.jabong.com/men-pepe-jeans,1407
https://www.jabong.com/men-allen_solly,failed
https://www.jabong.com/women-code-by-lifestyle,187
https://www.jabong.com/women-shree,2151
https://www.jabong.com/men-us_polo_assn,1993
https://www.jabong.com/christmas,28
https://www.jabong.com/women-amante,397
https://www.jabong.com/terms-conditions-paytm,0
https://www.jabong.com/women-strappy-tops,595
https://www.jabong.com/women-new-products,243748
https://www.jabong.com/women-make-up-kit,1359
https://www.jabong.com/men-roadster,5106
https://www.jabong.com/apparel-harry-potter,25
https://www.jabong.com/men-umbro,2
https://www.jabong.com/kids-watches,43
https://www.jabong.com/kids-kids-shrugs,64
https://www.jabong.com/summer-store,121
https://www.jabong.com/men-timex,115
https://www.jabong.com/women-calvin-klein-underwear,72
https://www.jabong.com/kids-peppermint,306
https://www.jabong.com/shoes-sparx,319
https://www.jabong.com/men-puma,3951
https://www.jabong.com/freecultr,1
https://www.jabong.com/men-hrxbyhrithikroshan,176131
https://www.jabong.com/women-dressberry,3396
https://www.jabong.com/men-color-purple,10
https://www.jabong.com/men-online-sale,176131
https://www.jabong.com/women-color-black,143
https://www.jabong.com/women-leggings-jeggings,1567
https://www.jabong.com/men-park-avenue,1316
https://www.jabong.com/women-levis,180
https://www.jabong.com/women-united-colors-of-benetton,825
https://www.jabong.com/top-man-shop-online,109
https://www.jabong.com/women-monte-carlo,380
https://www.jabong.com/women-rain-rainbow,297
https://www.jabong.com/men-color-black,279
https://www.jabong.com/women-nayo,965
https://www.jabong.com/men-analog-watches,2541
https://www.jabong.com/kids-kids-sweaters-cardigans,282
https://www.jabong.com/women-butterflies,422
https://www.jabong.com/women-color-white,98
https://www.jabong.com/men-carlton_london,346
https://www.jabong.com/women-floaters,102
https://www.jabong.com/men-color-green,83
