Action,Apdex,Count,Avg (ms),SD (ms),Min (ms),Max (ms),Total (ms),Total (% time),Dissat (%)
/get /v1/referral/code,0.95 [0.2],35546.50898101754,180,65.3,0.912,3190,6410000,00.0,00.0
/post /v1/order/return/review,0.5 [0.2],14688.448980792422,429,204,0.497,3420,6310000,00.0,00.1
/post /v1/user/forgotpassword,0.7 [0.2],26639.784698494557,222,168,0.496,4910,5910000,00.0,00.1
/delete /v1/cart/voucher/:couponCode,0.52 [0.2],16659.381078691426,311,102,0.741,2580,5190000,00.0,00.1
/get /v1/account/cards,0.51 [0.2],17208.908524401064,293,94.4,0.533,3300,5040000,00.0,00.1
/post /v1/user/login/fb,0.0 [0.2],45318.74454701413,101,393,0.591,5020,4580000,00.0,00.5
/post /v1/order/return/summary,0.51 [0.2],10252.120459484631,431,239,0.726,3770,4420000,00.0,00.0
/put /v1/account/:id,0.62 [0.2],17053.14053232685,232,102,0.774,2800,3960000,00.0,00.1
/get /v2/order/:orderNumber/cancel/list,0.49 [0.2],7957.114469487005,429,214,0.606,4130,3410000,00.0,00.0
/post /v1/checkout/pgResponse,0.96 [0.2],56176.40331213688,56.4,193,0.531,6790,3170000,00.0,00.0
/get /v1/account/address,1.0 [0.2],53141.06288875564,56.2,40.2,0.507,3400,2980000,00.0,00.0
/get /v1/order/return/initiate,0.26 [0.2],5688.192652137882,518,352,0.617,3510,2950000,00.0,00.0
/delete /v1/account/address/:addressId,0.55 [0.2],11501.138731072211,249,83.5,0.756,2320,2860000,00.0,00.1
/post /v1/user/checkout/guestlogin,0.52 [0.2],5440.282196079043,443,206,0.913,3860,2410000,00.0,00.0
/post /v1/user/checkout/login,0.98 [0.2],22705.683192261185,105,112,0.56,5230,2380000,00.0,00.0
/get /v1/order/listing/detail,0.48 [0.2],4543.873905543611,469,213,0.934,3420,2130000,00.0,00.0
/post /v1/checkout/guest/address,0.94 [0.2],13022.205018478895,158,66.0,0.654,2750,2050000,00.0,00.0
/post /v1/checkout/order/netbanking,0.29 [0.2],3904.243329308562,465,576,0.508,5250,1810000,00.0,00.0
/post /v1/account/bankDetails,0.64 [0.2],7144.447768954202,210,53.3,0.639,1910,1500000,00.0,00.0
/put /v1/account/address,0.89 [0.2],8081.22043712615,167,52.8,0.62,1290,1350000,00.0,00.0
/post /v1/checkout/order/express,0.23 [0.2],3201.2812006680547,403,563,0.529,5380,1290000,00.0,00.0
/get /v1/referral/history,0.99 [0.2],6760.300197602164,158,66.7,1.03,2850,1070000,00.0,00.0
/post /v1/checkout/order/creditdebit,0.39 [0.2],2807.9169903269853,345,531,0.544,6730,970000,00.0,00.0
/delete /v1/shortlist/multi/:skus,0.93 [0.2],8015.767024562436,109,161,1.13,3440,872000,00.0,00.0
/get /v1/address/locality/:pincode,1.0 [0.2],35454.7539922948,23.6,16.5,0.643,895,837000,00.0,00.0
/post /v1/account/address,0.96 [0.2],5297.981352758361,156,56.2,0.608,2030,826000,00.0,00.0
/post /v1/social/recommendation/friends,1.0 [0.2],7288.109100076532,101,36.3,0.567,2000,735000,00.0,00.0
/get /v1/order/exchange/initiate,0.3 [0.2],1170.4287284719678,521,359,1.21,3000,610000,00.0,00.0
/get /v1/products/sizechart/sku/:sku,1.0 [0.2],17820.466728862324,26.9,23.7,0.48,933,479000,00.0,00.0
/post /v1/order/exchange/address,0.5 [0.2],1027.802999827596,440,236,1.06,1590,453000,00.0,00.0
/get /v1/order/exchange/address/check,0.55 [0.2],1802.9725692335473,237,104,0.921,3090,427000,00.0,00.0
/post /v1/order/address,0.55 [0.2],1037.2970826695048,293,115,0.915,649,304000,00.0,00.0
/post /v1/order/exchange/summary,0.34 [0.2],534.1515352735099,504,409,0.814,3290,269000,00.0,00.0
/get /v1/products/:id,0.98 [0.2],2290.0963146682448,95.3,160,6.11,4710,218000,00.0,00.0
/delete /v1/account/cards/:cardtoken,0.51 [0.2],643.9259301725621,302,152,1.27,2880,195000,00.0,00.0
get /,1.0 [0.2],25794.85667785443,6.24,7.65,1.73,846,161000,00.0,00.0
/get /v1/order/:orderNumber,0.23 [0.2],229.9793153410674,575,474,0.586,2270,132000,00.0,00.0
/post /v1/appcallback,0.99 [0.2],1139.094779384356,107,50.7,2.12,305,122000,00.0,00.0
/delete /v1/account/bankDetails/:accountId,0.67 [0.2],522.7373181379305,214,130,6.61,3010,112000,00.0,00.0
/get /v1/order/exchange/serviceability,0.75 [0.2],417.21717249693677,211,54.6,1.36,445,88200,00.0,00.0
/get /v1/stock/multi/sku/:simples,1.0 [0.2],3868.117272956041,16.7,13.8,4.66,619,64700,00.0,00.0
/post /v1/cart/look,0.67 [0.2],192.31249600479916,245,143,8.73,611,47100,00.0,00.0
/get /v1/checkout/pgResponse,1.0 [0.2],3223.6567187687137,7.53,12.9,1.82,238,24300,00.0,00.0
/get /v1/user/jc,0.74 [0.2]*,64.0,215,75.3,38.8,369,13800,00.0,00.0
delete /,1.0 [0.2],546.2134933033321,3.7,3.08,1.88,40.0,2020,00.0,00.0
post /,0.31 [0.2]*,54.0,3.96,2.23,2.05,16.4,214,00.0,00.0
/get /v1/order/:orderNumber/cancel/list,1.0 [0.2]*,1.0,160,0,160,160,160,00.0,00.0
head /,1.0 [0.2]*,1.0,5.68,0,5.68,5.68,5.68,00.0,00.0
