Action,Apdex,Count,Avg (ms),SD (ms),Min (ms),Max (ms),Total (ms),Total (% time),Dissat (%)
/post /v1/checkout/order/netbanking,0.61 [0.2],8284.836660097635,456,552,0.701,13500,3780000,00.0,00.0
/post /v1/user/checkout/guestlogin,0.52 [0.2],8568.611384495664,417,152,0.741,3170,3580000,00.0,00.0
/get /v1/account/address,1.0 [0.2],53125.43330488774,60.6,37.0,1.4,3340,3220000,00.0,00.0
/post /v1/user/checkout/login,0.99 [0.2],31323.211632054852,92.3,101,0.598,4980,2890000,00.0,00.0
/post /v1/checkout/guest/address,0.93 [0.2],16541.470847912104,157,49.9,0.534,1290,2600000,00.0,00.0
/post /v1/checkout/order/creditdebit,0.32 [0.2],3537.7619872508944,574,562,0.983,3410,2030000,00.0,00.0
/get /v1/order/:orderNumber,0.16 [0.2],3287.854469231921,612,445,1.04,3430,2010000,00.0,00.0
/post /v1/account/bankDetails,0.57 [0.2],9021.243148070344,216,51.1,0.845,2250,1950000,00.0,00.0
/post /v1/checkout/order/express,0.18 [0.2],3061.599808962411,624,582,0.673,4900,1910000,00.0,00.0
/put /v1/account/address,0.9 [0.2],10267.354836178272,179,34.7,1.51,1020,1840000,00.0,00.0
/get /v1/order/exchange/initiate,0.32 [0.2],3229.676815968555,539,326,0.891,2960,1740000,00.0,00.0
/post /v1/order/exchange/address,0.5 [0.2],3379.638200649048,445,221,0.773,2640,1500000,00.0,00.0
get /,1.0 [0.2],167007.8693659744,7.49,8.73,1.06,2730,1250000,00.0,00.0
/delete /v1/shortlist/multi/:skus,0.92 [0.2],8544.88109679339,125,158,0.903,2070,1070000,00.0,00.0
/get /v1/address/locality/:pincode,1.0 [0.2],34482.4542043699,28.0,25.4,0.506,2070,966000,00.0,00.0
/post /v1/account/address,0.93 [0.2],4815.507059662156,172,36.1,3.53,1120,827000,00.0,00.0
/get /v1/order/exchange/serviceability,0.89 [0.2],4053.6431704660313,189,39.2,0.983,452,767000,00.0,00.0
/post /v1/order/exchange/summary,0.38 [0.2],1266.0996990710455,542,354,1.06,2590,686000,00.0,00.0
/get /v1/order/exchange/address/check,0.52 [0.2],2558.2116591400345,244,55.0,1.68,548,624000,00.0,00.0
/post /v1/order/address,0.57 [0.2],1318.3236227644297,301,118,0.929,546,396000,00.0,00.0
/get /v1/products/sizechart/sku/:sku,1.0 [0.2],9796.021517683415,31.7,41.8,6.52,2020,311000,00.0,00.0
/delete /v1/account/cards/:cardtoken,0.51 [0.2],1033.5347768298511,297,78.9,2.79,513,307000,00.0,00.0
/get /v1/products/:id,0.97 [0.2],2123.1050084897975,105,154,4.33,4460,223000,00.0,00.0
/post /v1/appcallback,0.98 [0.2],1631.7880794701987,127,53.8,13.8,377,207000,00.0,00.0
/delete /v1/account/bankDetails/:accountId,0.6 [0.2],772.1760993112118,212,49.2,6.13,433,163000,00.0,00.0
/get /v1/referral/code,0.9 [0.2],631.488597629254,186,27.1,9.58,460,117000,00.0,00.0
/get /v1/stock/multi/sku/:simples,1.0 [0.2],5465.611280704652,19.2,10.9,5.77,202,105000,00.0,00.0
/post /v1/cart/look,0.62 [0.2],317.7697610925971,293,168,0.961,1300,93000,00.0,00.0
/get /v1/checkout/pgResponse,1.0 [0.2],5271.07140109319,7.3,14.1,1.95,736,38500,00.0,00.0
post /,0.99 [0.2],2357.90248629723,7.51,5.71,2.04,55.7,17700,00.0,00.0
/get /v1/user/jc,0.66 [0.2]*,58.86733294140702,254,78.1,150,545,15000,00.0,00.0
/get /v1/referral/history,0.99 [0.2]*,60.68209505232185,155,21.1,26.9,202,9390,00.0,00.0
/get /v1/brand,0.0 [0.2]*,2.0,544,520,176,912,1090,00.0,00.0
delete /,1.0 [0.2]*,55.4558032534569,8.2,4.09,2.73,26.5,455,00.0,00.0
head /,1.0 [0.2]*,10.0,15.7,12.4,7.2,43.5,157,00.0,00.0
